"R0000100","R0357900","R0358200","R0358300","R0358500","R0358700","R0359500","R0536300","R0536401","R0536402","R1235800","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
6312,0,-4,0,-4,-4,0,2,4,1981,1,4,3,-4,-4,-4,-4,-4,-4
6313,0,-4,0,-4,-4,0,2,5,1981,1,4,3,-4,-4,-4,-4,-4,-4
6314,0,-4,0,-4,-4,0,1,9,1982,1,4,3,-4,-4,-4,-4,-4,-4
6315,0,-4,0,-4,-4,0,2,9,1984,1,4,3,-4,-4,-4,-4,-4,-4
6316,0,-4,1,0,-4,0,1,8,1983,1,4,3,-4,-4,-4,-4,-4,-4
6317,1,1,1,10,9,0,1,4,1980,1,4,2,16,15,18,14,-4,-4
6318,0,-4,0,-4,-4,0,1,8,1983,1,4,3,-4,-4,-4,-4,-4,-4
6319,1,-4,1,0,-4,0,2,4,1983,1,4,3,-4,-4,-4,-4,-4,-4
6320,0,-4,0,-4,-4,0,1,12,1981,1,4,2,-4,-4,-4,-4,-4,-4
6321,0,-4,0,-4,-4,0,1,1,1984,1,4,3,-4,-4,-4,-4,-4,-4
6322,0,-4,0,-4,-4,0,2,10,1981,1,4,4,-4,-4,-4,-4,-4,-4
6323,1,-4,0,-4,-4,0,2,4,1983,1,4,3,-4,-4,-4,-4,-4,-4
6324,1,5,0,-4,-4,0,1,2,1981,1,4,3,27,27,23,32,-4,-4
6325,0,-4,0,-4,-4,0,1,8,1984,1,4,3,-4,-4,-4,-4,-4,-4
6326,0,-4,1,1,0,0,1,9,1982,1,4,2,-4,-4,-4,-4,-4,-4
6327,1,-4,1,0,-4,0,1,2,1981,1,4,3,22,19,22,25,540,490
6328,1,-4,1,3,1,0,2,2,1980,1,4,4,27,29,26,28,600,590
6329,0,-4,1,0,-4,0,2,4,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6330,0,-4,0,-4,-4,0,2,4,1984,1,4,4,-4,-4,-4,-4,-4,-4
6331,1,-4,0,-4,-4,0,1,6,1982,1,2,2,-4,-4,-4,-4,-4,-4
6332,0,-4,0,-4,-4,0,1,9,1981,1,4,4,-4,-4,-4,-4,-4,-4
6333,0,-4,0,-4,-4,0,2,9,1982,1,4,4,-4,-4,-4,-4,-4,-4
6334,1,1,1,0,-4,0,1,9,1980,1,4,4,-4,-4,-4,-4,-4,-4
6335,0,-4,0,-4,-4,0,2,3,1983,1,4,4,-4,-4,-4,-4,-4,-4
6336,0,-4,1,0,-4,0,2,10,1982,1,4,4,-4,-4,-4,-4,-4,-4
6337,1,2,1,0,-4,1,1,3,1981,1,4,-4,-4,-4,-4,-4,-4,-4
6338,0,-4,0,-4,-4,0,1,12,1981,1,4,1,-4,-4,-4,-4,-4,-4
6339,0,-4,0,-4,-4,0,2,7,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6340,0,-4,0,-4,-4,0,1,7,1981,1,4,3,-4,-4,-4,-4,-4,-4
6341,0,-4,0,-4,-4,0,2,9,1982,1,4,4,-4,-4,-4,-4,-4,-4
6342,1,-4,0,-4,-4,0,1,5,1980,1,4,2,-4,-4,-4,-4,-4,-4
6343,1,-4,1,0,-4,0,1,2,1983,1,4,3,-4,-4,-4,-4,660,680
6344,0,-4,0,-4,-4,0,1,12,1983,1,4,2,-4,-4,-4,-4,-4,-4
6345,1,-4,0,-4,-4,0,2,8,1982,1,4,3,-4,-4,-4,-4,-4,-4
6346,1,1,1,2,0,0,2,1,1982,1,4,2,-4,-4,-4,-4,-4,-4
6347,0,-4,0,-4,-4,0,1,3,1982,1,4,3,-4,-4,-4,-4,-4,-4
6348,1,10,1,8,8,0,1,10,1980,1,4,1,-4,-4,-4,-4,-4,-4
6351,0,-4,0,-4,-4,0,2,2,1981,1,4,3,22,22,25,22,480,550
6352,0,-4,0,-4,-4,0,1,12,1984,1,4,3,-4,-4,-4,-4,-4,-4
6353,0,-4,0,-4,-4,0,1,4,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6354,1,-4,1,3,1,0,1,2,1980,1,4,3,-4,-4,-4,-4,-4,-4
6355,1,-4,1,1,0,0,2,8,1982,1,4,4,-4,-4,-4,-4,-4,-4
6356,0,-4,1,0,-4,0,2,3,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6357,0,-4,0,-4,-4,0,1,7,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6358,1,-4,0,-4,-4,1,2,8,1981,1,4,2,-4,-4,-4,-4,-4,-4
6359,1,-4,1,0,-4,1,2,10,1982,1,4,-3,-4,-4,-4,-4,-4,-4
6360,1,1,1,0,-4,1,2,6,1983,1,4,2,-4,-4,-4,-4,-4,-4
6361,0,-4,0,-4,-4,0,1,10,1983,1,4,2,-4,-4,-4,-4,-4,-4
6362,0,-4,1,0,-4,0,1,9,1981,1,4,3,-4,-4,-4,-4,-4,-4
6363,1,-4,1,0,-4,0,1,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6364,1,2,1,4,4,1,1,4,1980,1,4,-4,-4,-4,-4,-4,-4,-4
6365,0,-4,1,0,-4,0,2,10,1983,1,4,4,-4,-4,-4,-4,-4,-4
6366,1,1,1,10,5,0,1,5,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6367,0,-4,0,-4,-4,0,2,2,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6368,1,-4,1,1,0,0,2,6,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6369,1,-4,1,0,-4,0,2,6,1980,1,4,3,19,19,23,16,-4,-4
6370,0,-4,0,-4,-4,0,2,12,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6371,1,-4,1,0,-4,0,1,6,1983,1,4,1,-4,-4,-4,-4,-4,-4
6372,1,4,1,5,5,0,2,5,1980,1,4,3,18,15,22,17,-4,-4
6373,0,-4,0,-4,-4,0,2,9,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6374,1,-4,1,0,-4,0,2,3,1983,1,4,3,26,24,24,27,-4,-4
6375,1,-4,1,0,-4,0,2,12,1983,1,4,4,28,25,31,30,-4,-4
6376,1,15,1,1,0,1,2,6,1980,1,4,2,21,20,22,21,-4,-4
6377,1,-4,0,-4,-4,0,1,4,1984,1,4,2,15,14,16,12,-4,-4
6378,1,-4,1,2,0,0,2,2,1981,1,4,3,18,20,17,16,-4,-4
6379,1,-4,1,1,0,0,2,2,1980,1,4,2,-4,-4,-4,-4,-4,-4
6380,1,1,1,5,30,1,2,7,1981,1,4,2,21,18,19,27,-4,-4
6381,0,-4,1,7,0,1,1,3,1981,1,4,2,-4,-4,-4,-4,-4,-4
6382,0,-4,0,-4,-4,0,2,12,1983,1,4,2,-4,-4,-4,-4,-4,-4
6383,0,-4,0,-4,-4,0,1,12,1984,1,4,3,27,23,25,33,-4,-4
6384,0,-4,1,2,0,0,1,9,1981,1,4,4,27,28,27,25,-4,-4
6385,0,-4,0,-4,-4,0,1,12,1984,1,4,3,25,25,28,23,-4,-4
6386,1,-4,1,0,-4,0,2,8,1981,1,4,3,19,16,18,20,-4,-4
6387,1,-4,0,-4,-4,0,1,1,1984,1,4,3,15,13,15,14,-4,-4
6388,0,-4,1,0,-4,0,1,7,1980,1,4,3,16,8,14,20,-4,-4
6389,0,-4,1,1,0,0,1,4,1983,1,4,2,19,18,17,24,-4,-4
6390,1,3,1,3,2,0,2,8,1980,1,4,2,18,14,16,21,-4,-4
6391,0,-4,1,1,0,0,1,2,1982,1,2,2,-4,-4,-4,-4,-4,-4
6392,1,5,1,12,5,1,1,5,1980,1,4,2,-4,-4,-4,-4,-4,-4
6393,1,-4,1,4,3,0,1,10,1980,1,4,2,15,14,15,17,-4,-4
6394,1,-4,1,0,-4,0,2,10,1981,1,4,4,27,28,28,26,-4,-4
6395,0,-4,0,-4,-4,0,2,5,1982,1,4,3,19,16,26,15,-4,-4
6396,0,-4,0,-4,-4,0,1,7,1984,1,4,2,14,14,16,12,-4,-4
6397,0,-4,0,-4,-4,0,1,4,1983,1,4,2,22,18,22,25,-4,-4
6398,0,-4,0,-4,-4,0,1,7,1983,1,4,1,-4,-4,-4,-4,-4,-4
6399,1,-4,1,1,0,0,2,12,1980,1,4,3,19,18,23,14,-4,-4
6400,1,15,1,1,1,0,2,8,1980,1,4,2,16,16,16,17,-4,-4
6401,0,-4,0,-4,-4,0,2,10,1984,1,2,3,22,21,26,20,-4,-4
6402,0,-4,1,0,-4,0,1,3,1982,1,4,2,17,16,19,13,-4,-4
6403,0,-4,1,0,-4,0,1,7,1984,1,4,4,27,22,32,25,580,720
6404,0,-4,0,-4,-4,0,1,1,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6405,1,-4,1,3,1,0,1,6,1982,1,4,3,20,17,22,19,-4,-4
6406,0,-4,0,-4,-4,0,1,7,1984,1,4,3,-4,-4,-4,-4,-4,-4
6407,0,-4,1,6,2,0,2,8,1980,1,4,3,-4,-4,-4,-4,-4,-4
6408,1,3,1,6,6,0,2,3,1981,1,4,3,21,22,20,19,-4,-4
6409,0,-4,1,0,-4,0,1,8,1984,1,4,2,20,16,22,22,-4,-4
6410,1,2,1,4,4,0,1,2,1981,1,4,2,19,16,23,21,-4,-4
6411,0,-4,1,0,-4,0,1,9,1981,1,4,2,15,14,14,16,-4,-4
6412,0,-4,1,0,-4,0,1,5,1983,1,4,2,22,22,20,22,-4,-4
6413,0,-4,0,-4,-4,0,2,8,1981,1,4,4,27,30,25,31,-4,-4
6414,0,-4,0,-4,-4,0,2,10,1980,1,4,3,18,19,15,21,-4,-4
6415,1,1,1,5,5,0,1,3,1981,1,4,2,-4,-4,-4,-4,-4,-4
6416,0,-4,0,-4,-4,0,1,3,1984,1,4,2,20,19,17,22,-4,-4
6417,0,-4,0,-4,-4,0,1,11,1984,1,4,3,-4,-4,-4,-4,-4,-4
6418,0,-4,1,0,-4,0,2,10,1982,1,4,4,25,24,25,23,-4,-4
6419,0,-4,0,-4,-4,0,2,11,1984,1,4,3,19,17,20,17,-4,-4
6420,1,5,1,6,6,1,2,10,1980,1,4,-4,-4,-4,-4,-4,-4,-4
6421,0,-4,0,-4,-4,0,2,2,1984,1,4,3,22,20,25,20,-4,-4
6422,0,-4,0,-4,-4,0,2,4,1983,1,4,2,-4,-4,-4,-4,-4,-4
6423,0,-4,1,0,-4,0,1,1,1981,1,4,-4,-4,-4,-4,-4,-4,-4
6424,0,-4,0,-4,-4,0,2,6,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6425,0,-4,0,-4,-4,0,1,2,1984,1,2,-4,-4,-4,-4,-4,-4,-4
6426,0,-4,0,-4,-4,0,2,10,1983,1,4,4,31,31,34,31,580,710
6427,0,-4,0,-4,-4,0,2,11,1984,1,4,4,28,30,28,31,-4,-4
6428,1,10,1,3,3,1,2,12,1980,1,4,3,22,23,19,23,-4,-4
6429,1,0,1,0,-4,0,2,4,1984,1,4,4,24,21,28,21,-4,-4
6430,0,-4,0,-4,-4,0,1,11,1982,1,4,3,20,17,27,16,-4,-4
6431,0,-4,1,2,0,0,2,7,1980,1,4,4,24,25,22,25,-4,-4
6432,1,-4,1,3,0,0,1,12,1983,1,4,1,-4,-4,-4,-4,-4,-4
6433,0,-4,0,-4,-4,0,1,10,1984,1,4,4,27,26,29,24,570,700
6434,1,-4,1,4,0,0,1,1,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6435,1,10,1,3,2,0,1,3,1981,1,4,3,23,20,21,26,-4,-4
6436,1,5,1,3,2,0,2,12,1980,1,4,3,25,22,24,26,-4,-4
6437,1,-4,1,0,-4,0,2,5,1984,1,4,3,27,25,22,35,-4,-4
6438,0,-4,0,-4,-4,0,1,11,1981,1,4,4,17,10,20,17,-4,-4
6439,0,-4,0,-4,-4,0,1,1,1984,1,4,4,33,33,34,35,660,730
6440,0,-4,0,-4,-4,0,2,9,1981,1,4,3,21,18,18,24,-4,-4
6441,0,-4,0,-4,-4,0,1,3,1983,1,4,2,-4,-4,-4,-4,-4,-4
6442,1,-4,1,5,2,0,1,12,1980,1,4,3,-4,-4,-4,-4,-4,-4
6443,0,-4,0,-4,-4,0,1,1,1982,1,4,2,17,15,16,18,-4,-4
6444,1,1,1,15,1,0,2,12,1980,1,4,3,21,21,21,21,-4,-4
6445,1,3,1,25,30,1,1,4,1984,1,4,2,13,7,15,12,-4,-4
6446,0,-4,0,-4,-4,0,1,2,1984,1,4,1,-4,-4,-4,-4,-4,-4
6447,1,1,1,2,0,0,2,12,1981,1,4,3,20,20,21,14,-4,-4
6448,1,1,1,15,0,0,2,2,1984,1,4,3,22,22,22,22,-4,-4
6449,0,-4,1,0,-4,0,1,11,1980,1,4,-4,-4,-4,-4,-4,-4,-4
6450,1,-4,1,0,-4,0,1,10,1980,1,4,-4,-4,-4,-4,-4,-4,-4
6451,1,0,0,-4,-4,0,2,10,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6452,1,5,1,3,1,0,1,6,1982,1,4,-3,-4,-4,-4,-4,-4,-4
6453,0,-4,0,-4,-4,0,1,7,1983,1,4,4,-4,-4,-4,-4,460,510
6454,1,1,1,3,1,0,1,4,1981,1,4,4,-4,-4,-4,-4,580,610
6455,0,-4,0,-4,-4,0,1,5,1980,1,4,2,-4,-4,-4,-4,-4,-4
6456,0,-4,0,-4,-4,0,2,2,1981,1,4,4,-4,-4,-4,-4,530,480
6457,0,-4,0,-4,-4,0,2,11,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6458,0,-4,0,-4,-4,0,2,8,1984,1,4,4,-4,-4,-4,-4,510,510
6459,1,1,1,0,-4,0,1,9,1980,1,4,1,-4,-4,-4,-4,-4,-4
6460,1,-4,1,5,5,1,1,7,1980,1,4,2,-4,-4,-4,-4,-4,-4
6461,0,-4,1,2,0,0,1,9,1983,1,4,3,-4,-4,-4,-4,-4,-4
6462,1,-4,0,-4,-4,0,1,6,1982,1,4,2,-4,-4,-4,-4,-4,-4
6463,0,-4,0,-4,-4,0,2,6,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6464,0,-4,1,0,-4,1,1,1,1981,1,4,1,-4,-4,-4,-4,-4,-4
6465,0,-4,0,-4,-4,0,2,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6466,1,1,1,2,5,1,1,8,1981,1,4,0,-4,-4,-4,-4,-4,-4
6467,1,1,1,1,5,1,2,9,1983,1,4,2,-4,-4,-4,-4,-4,-4
6468,0,-4,0,-4,-4,0,2,2,1982,1,2,-4,-4,-4,-4,-4,-4,-4
6469,0,-4,0,-4,-4,0,2,9,1983,1,2,1,-4,-4,-4,-4,-4,-4
6470,0,-4,0,-4,-4,0,2,6,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6471,0,-4,0,-4,-4,0,1,4,1982,1,4,4,-4,-4,-4,-4,500,430
6472,1,1,1,0,-4,0,1,11,1981,1,4,1,-4,-4,-4,-4,-4,-4
6473,0,-4,0,-4,-4,0,2,5,1983,1,4,3,-4,-4,-4,-4,-4,-4
6474,1,3,1,0,-4,0,2,6,1980,1,4,1,-4,-4,-4,-4,-4,-4
6475,0,-4,0,-4,-4,0,2,2,1982,1,4,2,-4,-4,-4,-4,-4,-4
6476,0,-4,0,-4,-4,0,1,12,1983,1,4,3,-4,-4,-4,-4,-4,-4
6477,0,-4,0,-4,-4,0,2,7,1983,1,4,2,-4,-4,-4,-4,-4,-4
6478,0,-4,1,0,-4,0,1,2,1980,1,4,4,-4,-4,-4,-4,620,610
6479,1,1,1,0,-4,0,1,5,1981,1,4,2,-4,-4,-4,-4,-4,-4
6480,1,-4,1,0,-4,0,1,4,1982,1,4,3,-4,-4,-4,-4,-4,-4
6481,1,-4,1,0,-4,0,1,8,1980,1,4,4,-4,-4,-4,-4,-4,-4
6482,0,-4,0,-4,-4,0,2,2,1984,1,4,-3,-4,-4,-4,-4,-4,-4
6483,0,-4,0,-4,-4,0,2,2,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6484,1,-4,1,0,-4,0,2,9,1981,1,4,4,-4,-4,-4,-4,560,520
6485,0,-4,1,15,20,0,1,5,1980,1,4,2,-4,-4,-4,-4,-4,-4
6486,1,0,1,10,4,0,1,2,1983,1,4,3,-4,-4,-4,-4,-4,-4
6487,0,-4,0,-4,-4,0,2,2,1983,1,4,2,-4,-4,-4,-4,-4,-4
6488,0,-4,0,-4,-4,0,1,4,1984,1,4,4,-4,-4,-4,-4,480,480
6489,1,-4,0,-4,-4,1,2,1,1984,1,2,2,-4,-4,-4,-4,-4,-4
6490,0,-4,0,-4,-4,0,2,5,1981,1,4,3,-4,-4,-4,-4,-4,-4
6491,0,-4,0,-4,-4,0,2,10,1982,1,4,2,-4,-4,-4,-4,-4,-4
6492,1,7,1,1,0,0,2,3,1981,1,4,-4,-4,-4,-4,-4,-4,-4
6493,0,-4,0,-4,-4,0,2,6,1983,1,4,4,-4,-4,-4,-4,390,470
6494,1,3,1,0,-4,0,1,12,1980,1,4,3,-4,-4,-4,-4,-4,-4
6495,0,-4,0,-4,-4,0,1,2,1984,1,4,3,-4,-4,-4,-4,-4,-4
6496,0,-4,0,-4,-4,0,1,3,1983,1,4,2,-4,-4,-4,-4,-4,-4
6497,0,-4,0,-4,-4,0,1,9,1984,1,4,1,-4,-4,-4,-4,-4,-4
6498,0,-4,0,-4,-4,0,2,9,1982,1,4,4,-4,-4,-4,-4,480,480
6499,1,-4,0,-4,-4,0,2,12,1980,1,4,4,-4,-4,-4,-4,570,550
6500,1,1,1,0,-4,0,2,12,1981,1,4,3,-4,-4,-4,-4,-4,-4
6501,0,-4,0,-4,-4,0,2,3,1981,1,4,2,-4,-4,-4,-4,360,340
6502,0,-4,0,-4,-4,0,1,6,1984,1,4,2,-4,-4,-4,-4,-4,-4
6503,1,1,1,4,4,0,1,1,1981,1,4,3,-4,-4,-4,-4,-4,-4
6504,1,-4,0,-4,-4,0,1,9,1983,1,4,2,-4,-4,-4,-4,-4,-4
6505,1,1,1,0,-4,0,1,7,1983,1,4,1,-4,-4,-4,-4,-4,-4
6506,0,-4,0,-4,-4,0,2,9,1983,1,4,4,-4,-4,-4,-4,480,570
6507,1,-4,1,0,-4,0,1,1,1980,1,4,2,-4,-4,-4,-4,-4,-4
6508,1,-4,0,-4,-4,0,2,6,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6509,1,2,1,0,-4,0,2,12,1981,1,4,2,-4,-4,-4,-4,-4,-4
6510,0,-4,0,-4,-4,0,1,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6511,1,-4,0,-4,-4,0,2,8,1983,1,1,3,-4,-4,-4,-4,-4,-4
6512,0,-4,0,-4,-4,0,1,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6513,0,-4,1,0,-4,0,2,2,1980,1,4,3,-4,-4,-4,-4,-4,-4
6514,0,-4,1,0,-4,0,2,12,1981,1,4,4,-4,-4,-4,-4,-4,-4
6515,0,-4,0,-4,-4,0,2,3,1981,1,2,2,-4,-4,-4,-4,-4,-4
6516,0,-4,0,-4,-4,0,2,10,1984,1,2,2,-4,-4,-4,-4,-4,-4
6517,0,-4,1,0,-4,0,1,10,1980,1,4,-4,-4,-4,-4,-4,-4,-4
6518,0,-4,0,-4,-4,0,2,4,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6519,0,-4,0,-4,-4,0,2,10,1983,1,4,3,-4,-4,-4,-4,-4,-4
6520,0,-4,0,-4,-4,0,2,7,1981,1,4,3,-4,-4,-4,-4,600,470
6521,0,-4,0,-4,-4,0,2,3,1980,1,2,3,-4,-4,-4,-4,-4,-4
6522,0,-4,0,-4,-4,0,1,1,1984,1,4,1,-4,-4,-4,-4,-4,-4
6523,0,-4,1,0,-4,0,2,7,1981,1,4,-4,-4,-4,-4,-4,-4,-4
6524,1,1,1,1,0,0,2,1,1981,1,4,3,-4,-4,-4,-4,-4,-4
6525,0,-4,0,-4,-4,0,1,12,1982,1,4,2,-4,-4,-4,-4,-4,-4
6526,1,20,1,21,4,1,1,8,1981,1,4,1,-4,-4,-4,-4,-4,-4
6527,1,10,1,5,7,0,2,5,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6528,1,2,1,2,1,1,2,9,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6529,1,1,1,2,0,1,1,3,1981,1,4,-3,-4,-4,-4,-4,-4,-4
6530,1,0,1,0,-4,1,1,9,1984,1,4,-3,-4,-4,-4,-4,-4,-4
6531,1,7,1,1,0,1,1,7,1981,1,4,-4,-4,-4,-4,-4,-4,-4
6532,0,-4,0,-4,-4,1,1,5,1982,1,2,2,-4,-4,-4,-4,-4,-4
6533,1,1,1,0,-4,0,1,9,1983,1,2,-4,-4,-4,-4,-4,-4,-4
6534,0,-4,0,-4,-4,0,1,11,1980,1,4,3,-4,-4,-4,-4,-4,-4
6535,0,-4,0,-4,-4,0,2,6,1982,1,4,3,-4,-4,-4,-4,-4,-4
6536,1,-4,1,0,-4,0,2,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6537,1,2,1,2,1,0,1,8,1982,1,2,0,-4,-4,-4,-4,-4,-4
6538,1,-4,1,0,-4,0,1,5,1981,1,4,-4,-4,-4,-4,-4,-4,-4
6539,0,-4,0,-4,-4,0,1,11,1984,1,4,2,-4,-4,-4,-4,-4,-4
6540,0,-4,0,-4,-4,0,2,11,1982,1,4,3,-4,-4,-4,-4,-4,-4
6541,0,-4,0,-4,-4,0,2,7,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6542,1,-4,1,0,-4,0,2,6,1981,1,4,2,-4,-4,-4,-4,-4,-4
6543,0,-4,0,-4,-4,0,1,3,1982,1,1,-4,-4,-4,-4,-4,-4,-4
6544,1,-4,1,0,-4,0,2,1,1982,1,4,2,-4,-4,-4,-4,-4,-4
6545,1,-4,1,1,0,0,1,8,1981,1,4,3,-4,-4,-4,-4,-4,-4
6546,1,3,1,0,-4,0,2,11,1981,1,4,3,20,-3,-3,-3,420,460
6547,1,-4,1,0,-4,0,1,7,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6548,0,-4,0,-4,-4,0,2,6,1984,1,4,3,-4,-4,-4,-4,460,490
6549,0,-4,1,0,-4,0,2,8,1982,1,4,3,-4,-4,-4,-4,-4,-4
6550,0,-4,0,-4,-4,0,2,2,1983,1,3,3,-4,-4,-4,-4,-4,-4
6551,0,-4,0,-4,-4,0,1,5,1983,1,4,-4,-4,-4,-4,-4,-4,-4
6552,0,-4,0,-4,-4,1,1,8,1981,1,4,3,-4,-4,-4,-4,-4,-4
6553,1,7,1,7,7,0,1,7,1980,1,4,2,-4,-4,-4,-4,-4,-4
6554,1,-4,1,2,0,0,1,6,1982,1,4,2,-4,-4,-4,-4,-4,-4
6555,1,-4,1,3,2,0,1,6,1984,1,4,3,-4,-4,-4,-4,540,560
6556,1,-4,1,0,-4,0,1,6,1982,1,4,1,-4,-4,-4,-4,-4,-4
6557,1,1,1,1,0,1,2,9,1983,1,4,2,-4,-4,-4,-4,-4,-4
6558,1,-4,1,0,-4,1,2,2,1983,1,4,0,-4,-4,-4,-4,-4,-4
6559,0,-4,1,2,0,0,1,3,1981,1,4,2,-4,-4,-4,-4,-4,-4
6560,1,-4,0,-4,-4,0,2,11,1984,1,4,-4,-4,-4,-4,-4,-4,-4
6561,0,-4,0,-4,-4,0,2,3,1981,1,4,-4,-4,-4,-4,-4,-4,-4
6562,0,-4,0,-4,-4,0,1,11,1982,1,4,3,-4,-4,-4,-4,-4,-4
6563,0,-4,0,-4,-4,0,1,7,1984,1,4,3,-4,-4,-4,-4,-4,-4
6564,0,-4,0,-4,-4,0,2,3,1984,1,4,3,-4,-4,-4,-4,-4,-4
6565,1,-4,1,7,0,1,1,7,1980,1,4,3,-4,-4,-4,-4,540,600
6566,1,-4,0,-4,-4,0,2,4,1983,1,4,2,-4,-4,-4,-4,550,420
6567,1,-4,0,-4,-4,0,2,5,1984,1,4,1,-4,-4,-4,-4,-4,-4
6568,1,4,1,0,-4,0,2,2,1982,1,4,3,-4,-4,-4,-4,-4,-4
6569,1,-4,0,-4,-4,0,1,6,1984,1,4,3,-4,-4,-4,-4,-4,-4
6570,1,1,0,-4,-4,0,1,1,1983,1,4,-3,-4,-4,-4,-4,-4,-4
6571,1,-4,1,0,-4,0,1,10,1981,1,1,1,-4,-4,-4,-4,-4,-4
6572,1,-4,1,0,-4,0,2,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
6573,1,1,0,-4,-4,0,2,4,1984,1,4,-3,-4,-4,-4,-4,-4,-4
6574,1,5,1,0,-4,1,2,2,1980,1,1,-4,-4,-4,-4,-4,-4,-4
6575,1,-4,1,0,-4,1,2,8,1981,1,1,1,-4,-4,-4,-4,-4,-4
6576,0,-4,0,-4,-4,1,1,8,1984,1,1,0,-4,-4,-4,-4,-4,-4
6577,0,-4,0,-4,-4,0,1,4,1984,1,1,3,17,15,16,19,450,490
6578,0,-4,0,-4,-4,0,1,2,1983,1,4,1,-4,-4,-4,-4,-4,-4
6579,0,-4,1,0,-4,0,2,1,1981,0,2,2,-4,-4,-4,-4,-4,-4
6580,0,-4,0,-4,-4,0,2,1,1984,0,2,-4,-4,-4,-4,-4,-4,-4
6581,0,-4,0,-4,-4,0,2,1,1984,0,2,-4,-4,-4,-4,-4,-4,-4
6582,0,-4,0,-4,-4,0,2,6,1983,0,2,-4,-4,-4,-4,-4,-4,-4
6583,1,-4,0,-4,-4,0,1,9,1980,0,2,2,-4,-4,-4,-4,-4,-4
6584,0,-4,0,-4,-4,0,2,11,1982,0,2,3,-4,-4,-4,-4,-4,-4
6585,0,-4,0,-4,-4,0,1,9,1984,0,2,2,-4,-4,-4,-4,-4,-4
6586,0,-4,0,-4,-4,0,2,5,1980,0,2,3,12,10,16,11,-4,-4
6587,1,-4,0,-4,-4,0,1,6,1984,0,2,2,-4,-4,-4,-4,-4,-4
6588,0,-4,1,2,3,0,2,6,1980,0,1,-3,-4,-4,-4,-4,-4,-4
6589,0,-4,0,-4,-4,0,2,2,1982,0,1,-4,-4,-4,-4,-4,-4,-4
6590,0,-4,0,-4,-4,0,2,4,1984,0,1,-4,-4,-4,-4,-4,-4,-4
6591,1,-4,1,2,4,0,2,12,1980,0,1,-3,-4,-4,-4,-4,-4,-4
6592,1,20,0,-4,-4,1,2,8,1984,0,1,3,-4,-4,-4,-4,-4,-4
6593,0,-4,0,-4,-4,0,1,12,1984,0,2,-4,-4,-4,-4,-4,-4,-4
6594,0,-4,0,-4,-4,0,2,2,1982,0,2,1,-4,-4,-4,-4,-4,-4
6595,0,-4,1,1,0,0,1,3,1983,0,1,-4,-4,-4,-4,-4,-4,-4
6596,0,-4,1,0,-4,0,1,3,1984,0,2,3,-4,-4,-4,-4,-4,-4
6597,1,-4,0,-4,-4,1,1,6,1980,0,1,-4,-4,-4,-4,-4,-4,-4
6598,0,-4,1,1,0,0,2,9,1982,0,2,-4,-4,-4,-4,-4,-4,-4
6599,0,-4,0,-4,-4,0,2,11,1984,0,2,-4,-4,-4,-4,-4,-4,-4
6600,0,-4,0,-4,-4,0,1,10,1981,0,2,-4,-4,-4,-4,-4,-4,-4
6601,1,-4,0,-4,-4,0,2,10,1983,0,1,97,17,-3,-3,-3,460,500
6602,1,-4,1,10,10,0,1,2,1980,0,2,2,-4,-4,-4,-4,-4,-4
6603,0,-4,0,-4,-4,0,2,10,1983,0,2,3,-4,-4,-4,-4,-4,-4
6604,0,-4,1,0,-4,0,1,8,1984,0,2,-4,-4,-4,-4,-4,-4,-4
6605,0,-4,0,-4,-4,0,2,8,1984,0,2,-4,-4,-4,-4,-4,-4,-4
6606,1,-4,1,2,2,0,1,1,1981,0,2,1,-4,-4,-4,-4,-4,-4
6607,0,-4,0,-4,-4,0,1,6,1983,0,2,-4,-4,-4,-4,-4,-4,-4
